Event Id;Investigation Type;Accident Number;Event Date;Location;Country;Latitude;Longitude;Airport Code;Airport Name;Injury Severity;Aircraft Damage;Aircraft Category;Registration Number;Make;Model;Amateur Built;Number of Engines;Engine Type;FAR Description;Schedule;Purpose of Flight;Air Carrier;Total Fatal Injuries;Total Serious Injuries;Total Minor Injuries;Total Uninjured;Weather Condition;Broad Phase of Flight;Report Status;Publication Date   ;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190722X32802;Accident;GAA19WA444;07/18/2019;Leutasch  Austria  Austria;Austria;47.401944;11.119167;N/A;N/A;Fatal(1);Destroyed;Airplane;N/A;CIRRUS;SR22;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;1;N/A;N/A;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190718X21037;Accident;GAA19CA433;07/18/2019;Laramie  WY;United States;41.311944;-105.675000;LAR;Laramie Rgnl;Non-Fatal;Substantial;Airplane;N703DB;BRUMBAUGH DAVID R;DRB RAIDER;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Flight Test;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;43508;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20190718X24132;Accident;WPR19LA191;07/17/2019;Alvord Desert  OR;United States;N/A;N/A;N/A;N/A;Fatal(1);Destroyed;Glider;N112AJ;Bolkow;PHOEBUS;No;N/A;N/A;Part 91: General Aviation;N/A;Glider Tow;N/A;1;N/A;N/A;N/A;N/A;TAKEOFF;Preliminary;43624;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190726X13153;Incident;GAA19WA455;07/17/2019;Kolding  Denmark;Denmark;N/A;N/A;N/A;N/A;Incident;N/A;Airplane;N830CD;CIRRUS;SR22;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;N/A;N/A;N/A;1;N/A;APPROACH;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20190718X15123;Accident;GAA19CA432;07/17/2019;Ennis  MT;United States;44.421667;-111.528611;N/A;N/A;Non-Fatal;Destroyed;Airplane;N137C;Aviat;A1;No;1;Reciprocating;Part 135: Air Taxi & Commuter;NSCH;N/A;Ortman James W (DBA: Northern Wings Aviation LLC);N/A;N/A;2;N/A;VMC;MANEUVERING;Factual;44044;N/A;N/A;N/A;   ;N/A;N/A;N/A;N/A
20190904X11028;Accident;ANC19LA049;07/17/2019;Talkeetna  AK;United States;62.967223;-150.748889;N/A;N/A;Non-Fatal;Substantial;Airplane;N121EE;Cessna;A185;No;N/A;Reciprocating;Part 135: Air Taxi & Commuter;NSCH;N/A;Sheldon Air Service;N/A;N/A;N/A;5;VMC;TAXI;Preliminary;43778;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190718X95411;Accident;ANC19LA036;07/17/2019;Sequatchie  TN;United States;35.518611;-85.433611;N/A;N/A;Non-Fatal;Substantial;Airplane;C-GAFT;Stoddard Hamilton;GLASAIR II;Yes;N/A;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;N/A;N/A;VMC;CRUISE;Preliminary;43473;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190716X73305;Accident;WPR19LA189;07/16/2019;Aumsville  OR;United States;44.887500;-122.871945;N/A;N/A;Non-Fatal;Destroyed;Airplane;N365EM;Vans;RV14;Yes;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;N/A;N/A;N/A;N/A;Preliminary;07/25/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190717X03502;Accident;GAA19CA428;07/16/2019;Council Bluff  IA;United States;41.234444;-95.746389;N/A;N/A;Non-Fatal;Substantial;Helicopter;N124LA;Robinson;R44;No;1;Reciprocating;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;1;N/A;VMC;TAKEOFF;Factual;01/15/2020;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190716X74232;Accident;GAA19CA425;07/16/2019;Brownville  ME;United States;45.336111;-69.050833;ME03;Webber Jones;Non-Fatal;Substantial;Airplane;N75561;AEROS LTD;SKYRANGER;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Factual;01/16/2020;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190716X43124;Accident;GAA19CA424;07/16/2019;Grand Canyon  AZ;United States;35.946666;-112.153333;GCN;GRAND CANYON NATIONAL PARK;Non-Fatal;Substantial;Airplane;N1079M;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;4;VMC;LANDING;Probable Cause;43508;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20190716X33934;Accident;GAA19CA423;07/16/2019;Salmon  ID;United States;44.968056;-114.732778;12ID;Flying B Ranch Landing Strip;Non-Fatal;Substantial;Airplane;N4876N;Cessna;182;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;3;VMC;LANDING;Probable Cause;44137;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20190716X81806;Accident;ERA19LA229;07/16/2019;Crescent  FL;United States;29.430000;-81.604167;FD44;Eagles Nest Aerodrome;Non-Fatal;Substantial;Airplane;N632FG;Progressive Aerodyne;SEAREY;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;N/A;N/A;VMC;LANDING;Preliminary;43593;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190716X55113;Accident;ERA19LA228;07/16/2019;Gainesboro  TN;United States;36.395833;-85.641389;1A7;Jackson County;Non-Fatal;Substantial;Airplane;N973BP;PIETENPOL;BIG PIET;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;N/A;Preliminary;08/22/2019;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190720X65807;Accident;CEN19LA226;07/16/2019;Detroit Lakes  MN;United States;46.833056;-95.893889;DTL;Detroit Lakes-Wething Field;Non-Fatal;Substantial;Airplane;N61SC;CASHEN;Super Acro Sport;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;APPROACH;Preliminary;07/29/2019;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20190717X83445;Accident;ANC19LA034;07/16/2019;Ocean City  MD;United States;38.338889;-75.061667;N/A;N/A;Non-Fatal;Substantial;Airplane;N9715B;Cessna;172RG;No;1;Reciprocating;Part 91: General Aviation;N/A;Aerial Observation;N/A;N/A;N/A;N/A;1;VMC;MANEUVERING;Preliminary;43624;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190720X74743;Accident;WPR19LA195;07/15/2019;Hurricane  UT;United States;N/A;N/A;UT47;Grassy Meadows/Sky Ranch Lando;Non-Fatal;Substantial;Airplane;N6330N;Cessna;T210;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;N/A;TAKEOFF;Preliminary;43654;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190715X91456;Accident;WPR19FA188;07/15/2019;Hayward  CA;United States;37.655833;-122.123611;HWD;Hayward Executive;Fatal(1);Substantial;Helicopter;N144TG;Robinson;R44;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;1;1;N/A;N/A;VMC;MANEUVERING;Preliminary;07/24/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190722X01318;Accident;GAA19WA441;07/15/2019;Mistastin Lake  NL  Canada;Canada;N/A;N/A;N/A;N/A;Fatal(7);Substantial;Airplane;N/A;DE HAVILLAND;DHC2;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;7;N/A;N/A;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190807X92142;Accident;GAA19CA487;07/15/2019;Bison  SD;United States;45.518334;-102.467778;6V5;Bison Muni;Non-Fatal;Substantial;Airplane;N2946D;Cessna;170;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Factual;10/22/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190718X14334;Accident;GAA19CA437;07/15/2019;Chesterfield  IN;United States;N/A;N/A;N/A;N/A;Unavailable;Substantial;Airplane;N57799;Piper;PA36;No;N/A;N/A;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;07/23/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190716X24028;Accident;GAA19CA421;07/15/2019;Lompoc  CA;United States;N/A;N/A;N/A;N/A;Unavailable;Substantial;N/A;N345BP;WILLIE BENNETT;Glastar;Yes;N/A;N/A;Part 91: General Aviation;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;07/29/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190715X52759;Accident;GAA19CA416;07/15/2019;York  SC;United States;35.029167;-81.252500;01SC;YORK;Non-Fatal;Substantial;Airplane;N987TW;Thomas Wild;AVID;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190715X31535;Accident;WPR19LA190;07/14/2019;Cascade  ID;United States;44.536666;-115.350833;ID74;Sulphur Creek Ranch;Non-Fatal;Substantial;Airplane;N131DV;Cessna;P206;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;3;VMC;TAKEOFF;Preliminary;08/21/2019;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190716X13403;Accident;GAA19WA420;07/14/2019;Umea  Sweden;Sweden;63.770000;20.316389;N/A;N/A;Fatal(9);Destroyed;Airplane;N/A;AIRvan;GA8;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;9;N/A;N/A;N/A;N/A;TAKEOFF;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20190722X74031;Accident;GAA19CA447;07/14/2019;Sparks  NV;United States;39.868056;-119.710278;NV23;AIR SAILING;Non-Fatal;Substantial;Glider;N821W;Biuro Projektowe B Bogumil Ber;SZD-56-2;No;0;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Factual;10/17/2019;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20190714X02647;Accident;GAA19CA412;07/14/2019;Elkton  FL;United States;29.901111;-81.312500;N/A;N/A;Non-Fatal;Substantial;Airplane;N35585;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;LANDING;Factual;43536;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190715X33753;Accident;GAA19CA411;07/14/2019;San Diego  CA;United States;32.815833;-117.139444;MYF;Montgomery-Gibbs Executive;Unavailable;Substantial;Airplane;N92628;Piper;J3C;No;N/A;N/A;Part 91: General Aviation;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;07/23/2019;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190714X02348;Accident;ERA19LA227;07/14/2019;Hastings  FL;United States;29.693333;-81.506944;13FA;EARLE AIRPARK;Non-Fatal;Substantial;Airplane;N7833D;Piper;PA22;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;2;N/A;N/A;VMC;TAKEOFF;Preliminary;07/25/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190715X23000;Accident;CEN19LA225;07/14/2019;Knox  IN;United States;41.294166;-86.622500;IG05;Wheeler;Non-Fatal;Substantial;Airplane;N2863J;Cessna;T188;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;1;N/A;N/A;VMC;MANEUVERING;Factual;09/25/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190715X05519;Accident;CEN19LA224;07/14/2019;Osceola  WI;United States;45.310000;-92.690000;OEO;L O Simenstad Muni;Non-Fatal;Substantial;Airplane;N6983B;Piper;PA18;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Preliminary;08/28/2019;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190715X04337;Accident;CEN19LA223;07/14/2019;Elkhart  IN;United States;N/A;N/A;EKM;N/A;Non-Fatal;Substantial;Airplane;N29516;Cessna;177;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;2;1;N/A;STANDING;Preliminary;43533;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190729X43816;Accident;ANC19WA041;07/14/2019;Moscow  Russia;Russia;56.105000;46.146944;N/A;N/A;Fatal(2);Destroyed;Helicopter;N/A;ROBINSON;R22;N/A;N/A;Reciprocating;Non-U.S.  Non-Commercial;N/A;N/A;N/A;2;N/A;N/A;N/A;N/A;TAKEOFF;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20190714X00745;Accident;WPR19LA194;07/13/2019;Mosby  MT;United States;47.040833;-107.660556;N/A;N/A;Non-Fatal;Substantial;Helicopter;N3078G;BELL;47G 3B 1;No;N/A;Turbo Shaft;Part 91: General Aviation;N/A;Aerial Observation;N/A;N/A;2;1;N/A;VMC;LANDING;Preliminary;43654;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190722X05536;Accident;GAA19WA442;07/13/2019;Enconada  Bolivia;Bolivia;-17.746111;-62.922223;N/A;N/A;Fatal(2);Substantial;Airplane;N/A;STEEN;Skybolt;Yes;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;2;N/A;N/A;N/A;VMC;N/A;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20190715X02154;Accident;GAA19CA409;07/13/2019;Denver  CO;United States;39.905000;-105.114167;BJC;ROCKY MOUNTAIN METROPOLITAN;Non-Fatal;Substantial;Airplane;N388JP;Diamond;DA 40;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;GO-AROUND;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190713X65021;Accident;ERA19LA226;07/13/2019;Summit  SC;United States;33.935833;-81.430834;24SC;The Farm Airport;Non-Fatal;Substantial;Airplane;N3886V;Cessna;120;No;1;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Preliminary;43807;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190713X95619;Accident;ERA19LA224;07/13/2019;Carlisle  PA;United States;40.187777;-77.169445;N94;Carlisle;Non-Fatal;Substantial;Airplane;N601MR;Zenith;CH601;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Factual;10/28/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190713X01105;Accident;ERA19FA225;07/13/2019;Oliver Springs  TN;United States;36.040555;-84.306111;TN08;Oliver Springs Inc;Fatal(1);Substantial;Airplane;N3889Z;QUICKSILVER;MXII;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;TAKEOFF;Preliminary;07/24/2019;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190715X00050;Accident;CEN19LA222;07/13/2019;Clinton  AR;United States;35.599166;-92.456667;CCA;Clinton Muni;Non-Fatal;Substantial;Airplane;N9651K;Stinson;108;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;2;1;N/A;VMC;TAKEOFF;Preliminary;43564;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190713X34059;Accident;CEN19FA221;07/13/2019;Katy  TX;United States;29.775000;-95.721945;N/A;N/A;Fatal(1);Destroyed;Airplane;N517LA;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;N/A;Preliminary;07/25/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190716X93934;Accident;GAA19WA417;43806;Chibogamau  Canada;Canada;N/A;N/A;N/A;N/A;Fatal(3);Substantial;Airplane;N/A;DE HAVILLAND;DHC2;N/A;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;3;N/A;1;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A
20190713X90722;Accident;GAA19CA467;43806;Orlando  FL;United States;28.546111;-81.332223;ORL;EXECUTIVE;Non-Fatal;Substantial;Airplane;N262BK;Cessna;525;No;2;Turbo Fan;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;3;VMC;APPROACH;Factual;10/17/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190712X54743;Accident;GAA19CA408;43806;Hamilton  MT;United States;46.251389;-114.125556;6S5;Ravalli County;Non-Fatal;Substantial;Airplane;N7409K;Piper;PA 20;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;LANDING;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190729X85828;Accident;ERA19WA237;43806;Atibaia  Brazil;Brazil;-23.234444;-46.690555;N/A;N/A;Fatal(2);Substantial;Airplane;N/A;PIPER;PA28;No;1;Reciprocating;Non-U.S.  Non-Commercial;N/A;Personal;N/A;2;N/A;N/A;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20190715X65716;Incident;DCA19WA177;43806;Kiev  Ukraine;Ukraine;N/A;N/A;N/A;N/A;Incident;Minor;Airplane;N/A;BOEING;737;N/A;N/A;N/A;Non-U.S.  Commercial;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;LANDING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20190805X10835;Incident;GAA19WA478;43776;Bucaramanga  Colombia;Colombia;7.127778;-73.184722;N/A;N/A;Incident;Substantial;Airplane;N989AE;BEECH;C90;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;N/A;N/A;N/A;3;N/A;LANDING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20190729X03507;Accident;GAA19WA459;43776;Hawk Junction ON-Canada  Canada;Canada;N/A;N/A;N/A;N/A;Fatal(2);Destroyed;Airplane;N/A;DE HAVILLAND;DHC2;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;2;N/A;N/A;N/A;N/A;TAKEOFF;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190711X63231;Accident;GAA19CA406;43776;Lincoln  MO;United States;38.400556;-93.332500;0R2;LINCOLN MUNI;Non-Fatal;Substantial;Airplane;N2467G;Cessna;182;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;4;VMC;LANDING;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190711X41957;Accident;GAA19CA402;43776;Talkeetna  AK;United States;62.319445;-150.113333;AK44;TALKEETNA VILLAGE STRIP;Non-Fatal;Substantial;Airplane;N91299;Cessna;180;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190718X15108;Incident;DCA19WA184;43776;San Jose  Costa Rica;Costa Rica;N/A;N/A;N/A;N/A;Incident;Minor;Airplane;N86534;Boeing;737;No;2;N/A;Part 121: Air Carrier;SCHD;N/A;N/A;N/A;N/A;N/A;156;N/A;TAKEOFF;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190712X24035;Accident;CEN19LA220;43776;Wheeling  IL;United States;42.134722;-87.891666;PWK;Chicago Executive Airport;Non-Fatal;Substantial;Airplane;N83BA;Icon;A-5;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;APPROACH;Preliminary;43473;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190711X60234;Accident;CEN19FA218;43776;Hawley  MN;United States;46.000000;-96.000000;04Y;Hawley Municipal;Fatal(1);Destroyed;Gyroplane;N14968;GIbb;AR-1;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;MANEUVERING;Preliminary;07/15/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190711X23056;Accident;ANC19FA033;43776;Ketchikan  AK;United States;55.299166;-131.632500;KTN;Ketchikan Intl;Fatal(1);Substantial;Airplane;N5840P;Piper;PA 24-180;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;UNK;APPROACH;Preliminary;43473;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190807X11255;Accident;WPR19WA211;43745;Anji  China;China;N/A;N/A;N/A;N/A;Fatal(1);N/A;Airplane;N/A;CESSNA;172;No;1;Reciprocating;Unknown;N/A;N/A;N/A;1;1;1;N/A;N/A;UNKNOWN;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190710X24338;Accident;GAA19CA466;43745;Palatka  FL;United States;29.658333;-81.689444;28J;Palatka Muni -0 Lt Kay Larkin F;Non-Fatal;Substantial;Airplane;N805PA;Diamond;DA 42 NG;No;2;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;43508;N/A;N/A;N/A;   ;N/A;N/A;N/A;N/A
20190711X52011;Accident;GAA19CA404;43745;Saipan  MP;United States;15.123889;145.731389;PGSN;Saipan International Airport;Non-Fatal;Substantial;Airplane;N6733F;Piper;PA28;No;1;Reciprocating;Part 91: General Aviation;N/A;Aerial Observation;N/A;N/A;N/A;N/A;3;VMC;TAXI;Factual;43508;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190711X74140;Accident;GAA19CA401;43745;Vineyard Haven  MA;United States;41.393333;-70.613889;MVY;Martha's Vineyard;Non-Fatal;Substantial;Airplane;N677DM;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;IMC;APPROACH;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190711X21021;Accident;GAA19CA398;43745;Petersburg  VA;United States;37.186944;-77.503333;PTB;DINWIDDIE COUNTY;Non-Fatal;Substantial;Airplane;N757PU;Cessna;R182;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20191022X60926;Accident;ENG19WA040;43745;Airdrome Jorge Efrain  Mexico;Mexico;N/A;N/A;XJEF;Airdrome Jorge Efrain;Non-Fatal;Substantial;Airplane;N/A;AIR TRACTOR;AT301;No;1;Reciprocating;Unknown;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;MANEUVERING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20191203X05334;Accident;CEN19WA337;43745;Mt Tremblank  Canada;Canada;N/A;N/A;N/A;N/A;Fatal(2);Destroyed;Helicopter;N/A;Robinson;R44;No;1;Reciprocating;Non-U.S.  Non-Commercial;N/A;N/A;N/A;2;N/A;N/A;N/A;N/A;N/A;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A
20190710X85327;Accident;CEN19LA217;43745;Ypsilanti  MI;United States;42.239166;-83.532500;YIP;Willow Run;Non-Fatal;Substantial;Airplane;N2930Y;Piper;PA34;No;2;Reciprocating;Part 91: General Aviation;N/A;Unknown;N/A;N/A;N/A;2;N/A;VMC;N/A;Probable Cause;43627;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190723X70630;Accident;WPR19LA207;43715;Klamath Falls  OR;United States;N/A;N/A;LMT;Klamath Falls;Non-Fatal;Substantial;Airplane;N6642M;Stinson;108;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;N/A;TAKEOFF;Preliminary;43654;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190719X51348;Accident;GAA19CA438;43715;Columbia Station  OH;United States;41.318611;-81.960556;4G8;Columbia;Non-Fatal;Substantial;Airplane;N9161S;Beech;19;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;TAKEOFF;Factual;43597;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190717X91032;Accident;GAA19CA430;43715;Wasilla  AK;United States;61.616945;-149.321667;0AK1;Anderson Lake;Non-Fatal;Substantial;Airplane;N4245J;Piper;PA28;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;4;UNK;LANDING;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190709X93826;Accident;ERA19LA221;43715;MONROE  GA;United States;33.782500;-83.692777;D73;Monroe-Walton County;Fatal(1);Substantial;Airplane;UNREG;HI-MAX;HI-MAX;Yes;N/A;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;APPROACH;Preliminary;07/29/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190718X14025;Incident;DCA19WA183;43715;Harare  Zimbabwe;Zimbabwe;N/A;N/A;N/A;N/A;Incident;Minor;Airplane;N/A;BOEING;747;N/A;N/A;N/A;Non-U.S.  Commercial;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;APPROACH;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20190709X23744;Accident;CEN19LA215;43715;Sidney  NE;United States;41.101389;-102.985277;KSNY;Sidney Municipal;Non-Fatal;Substantial;Airplane;N62069;Beech;65;No;2;Reciprocating;Part 91: General Aviation;N/A;Positioning;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Preliminary;07/16/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190708X44358;Accident;ERA19TA213;43684;Franklin  KY;United States;36.681111;-86.631111;N/A;N/A;Non-Fatal;Substantial;Helicopter;N41830;CONTINENTAL COPTERS INC;TOMCAT MK6C;No;1;Reciprocating;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;1;N/A;VMC;MANEUVERING;Factual;10/25/2019;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190709X43210;Accident;CEN19LA245;43684;Watter Valley  TX;United States;31.835000;-100.686666;N/A;N/A;Non-Fatal;Substantial;Helicopter;N334DC;Robinson;R22;No;1;Reciprocating;Part 91: General Aviation;N/A;Aerial Observation;N/A;N/A;N/A;N/A;2;VMC;CRUISE;Preliminary;08/14/2019;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190708X75633;Accident;CEN19LA216;43684;Kaneville  IL;United States;41.868611;-88.579723;ARR;Aurora Muni;Non-Fatal;Substantial;Airplane;N112EZ;Rutan;VARIEZE;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;DESCENT;Factual;10/28/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
