Event Id;Investigation Type;Accident Number;Event Date;Location;Country;Latitude;Longitude;Airport Code;Airport Name;Injury Severity;Aircraft Damage;Aircraft Category;Registration Number;Make;Model;Amateur Built;Number of Engines;Engine Type;FAR Description;Schedule;Purpose of Flight;Air Carrier;Total Fatal Injuries;Total Serious Injuries;Total Minor Injuries;Total Uninjured;Weather Condition;Broad Phase of Flight;Report Status;Publication Date   ;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171026X00343;Accident;WPR18WA017;10/24/2017;Albany  Australia;Australia;N/A;N/A;N/A;N/A;Fatal(1);Destroyed;Airplane;N/A;CESSNA;210;No;N/A;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;N/A;N/A;TAKEOFF;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171025X14620;Accident;WPR18LA015;10/24/2017;Tracy  CA;United States;37.816667;-121.456389;NA;Delta Strip;Non-Fatal;Substantial;Airplane;N8494K;SCHWEIZER AIRCRAFT CORP;G 164B;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;11/15/2018;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171025X21112;Accident;WPR18FA016;10/24/2017;Arlington  WA;United States;48.147777;-122.016667;N/A;N/A;Fatal(1);Substantial;Helicopter;N8537J;ROBINSON;R22;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;1;N/A;VMC;MANEUVERING;Probable Cause;43627;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20171024X93521;Accident;GAA18CA023;10/24/2017;Tacoma  WA;United States;47.268056;-122.578056;TIW;TACOMA NARROWS;Non-Fatal;Substantial;Airplane;N19EC;CESSNA;A185;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;06/14/2018;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20171122X93132;Accident;ERA18WA029;10/24/2017;Sao Felix do Xingu  Brazil;Brazil;-5.908611;-53.435833;N/A;N/A;Fatal(1);Destroyed;Airplane;N/A;CESSNA;A188;No;1;Reciprocating;Non-U.S.  Non-Commercial;N/A;N/A;N/A;1;N/A;N/A;N/A;VMC;MANEUVERING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20171025X82017;Accident;CEN18LA020;10/24/2017;Groom  TX;United States;35.222223;-101.238055;N/A;N/A;Non-Fatal;Substantial;Helicopter;N60EA;BELL;206B;No;1;Turbo Shaft;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;N/A;1;VMC;APPROACH;Probable Cause;03/18/2019;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20171024X15807;Accident;CEN18LA019;10/24/2017;Olton  TX;United States;34.188611;-102.235833;N/A;N/A;Non-Fatal;Destroyed;Airplane;N502G;AIR TRACTOR INC;AT 502B;No;1;Turbo Prop;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;1;N/A;N/A;VMC;MANEUVERING;Probable Cause;07/23/2019;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171024X22125;Accident;WPR18WA024;10/23/2017;Darwin Aerodrome  Australia;Australia;-12.435000;131.025834;N/A;N/A;Fatal(2);Destroyed;Airplane;N/A;CESSNA AIRCRAFT COMPANY;210L;No;1;Reciprocating;N/A;N/A;N/A;N/A;2;N/A;N/A;N/A;N/A;UNKNOWN;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A
20171026X14440;Accident;CEN18CA021;10/23/2017;Eagle  CO;United States;39.635555;-106.946944;EGE;EAGLE COUNTY RGNL;Non-Fatal;Substantial;Airplane;N5129C;CESSNA;T210N;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;APPROACH;Probable Cause;05/14/2018;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20171022X22246;Accident;GAA18CA022;10/22/2017;Williamsport  PA;United States;41.239166;-76.930556;IPT;WILLIAMSPORT RGNL;Non-Fatal;Substantial;Airplane;N337AM;AVIAT AIRCRAFT INC;A1;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;43405;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171023X81254;Accident;GAA18CA020;10/22/2017;Pottsville  PA;United States;40.705278;-76.377500;ZER;SCHUYLKILL COUNTY /JOE ZERBEY;Non-Fatal;Substantial;Airplane;N22092;CESSNA;150;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;UNKNOWN;Probable Cause;43405;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171023X93558;Accident;GAA18CA019;10/22/2017;Dayton  OH;United States;39.691111;-83.991944;I19;GREENE COUNTY-LEWIS A JACKSON;Non-Fatal;Substantial;Airplane;N7GL;GREAT LAKES;2T 1A 2;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;43565;N/A;N/A;N/A;N/A; ;N/A;N/A;N/A
20171022X74256;Accident;GAA18CA018;10/22/2017;Salinas  CA;United States;36.662500;-121.613611;SNS;SALINAS MUNI;Non-Fatal;Substantial;Airplane;N83512;AERONCA;7DC;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;43405;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20171108X81547;Accident;ERA18WA017;10/22/2017;Itaituba  Brazil;Brazil;-4.244444;-55.998333;N/A;N/A;Fatal(5);Destroyed;Airplane;N/A;CESSNA;210;No;1;N/A;Non-U.S.  Non-Commercial;N/A;Personal;N/A;5;N/A;N/A;N/A;UNK;MANEUVERING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20171031X30930;Accident;DCA18WA017;10/22/2017;Tokyo  Japan;Japan;N/A;N/A;N/A;N/A;Non-Fatal;N/A;Airplane;N/A;BOEING;737;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;N/A;DESCENT;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171022X04025;Accident;WPR18LA014;10/21/2017;Maricopa  AZ;United States;33.052500;-112.170834;AZ43;Hidden Valley Airport;Non-Fatal;Substantial;Airplane;N9239L;AMERICAN AVIATION;AA 1A;No;N/A;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;2;N/A;N/A;VMC;APPROACH;Preliminary;10/26/2017;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171021X33005;Accident;WPR18FA013;10/21/2017;Four Corners  CA;United States;32.943333;-116.764444;N/A;N/A;Fatal(2);Destroyed;Airplane;N414MT;EXTRA FLUGZEUGPRODUKTIONS-UND;EA 300/L;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;2;N/A;N/A;N/A;VMC;N/A;Preliminary;11/14/2017;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20171022X92050;Accident;GAA18CA027;10/21/2017;New Bern  NC;United States;35.073611;-77.042500;EWN;COASTAL CAROLINA REGIONAL;Non-Fatal;Substantial;Airplane;N72552;CESSNA;120;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;43405;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171024X22615;Accident;GAA18CA025;10/21/2017;Gerlach  NV;United States;40.761667;-119.211944;88NV;BLACK ROCK CITY;Non-Fatal;Substantial;Airplane;N7589E;CHAMPION;7GC;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;02/21/2018;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20171022X15558;Accident;ANC18LA005;10/21/2017;Anchorage  AK;United States;61.167778;-150.001944;ANC;TED STEVENS ANCHORAGE INTL;Non-Fatal;Substantial;Airplane;N363JH;TEXTRON AVIATION;B200;No;2;Turbo Prop;Part 135: Air Taxi & Commuter;NSCH;N/A;Bering Air  Inc.;N/A;N/A;N/A;4;VMC;LANDING;Preliminary;11/29/2017;N/A;N/A;N/A;  ;N/A;N/A;N/A;N/A
20171021X11648;Accident;WPR18LA012;10/20/2017;San Carlos  CA;United States;37.515833;-122.253611;SQL;SAN CARLOS;Non-Fatal;Substantial;Airplane;N3636E;CIRRUS DESIGN CORP;SR22T;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;2;N/A;VMC;TAKEOFF;Probable Cause;43587;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171020X15857;Accident;GAA18CA017B;10/20/2017;Farmville  VA;United States;37.356111;-78.438611;FVX;FARMVILLE RGNL;Non-Fatal;Substantial;Airplane;N27KJ;STAUDACHER JON;S 600F;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;1;N/A;VMC;LANDING;Probable Cause;06/14/2018;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171020X15857;Accident;GAA18CA017A;10/20/2017;Farmville  VA;United States;37.356111;-78.438611;FVX;FARMVILLE RGNL;Non-Fatal;Substantial;Airplane;N25YD;YOUNG DAVID E;PITTS S1 C;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;1;N/A;VMC;LANDING;Probable Cause;06/14/2018;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20171019X70539;Accident;WPR18FA011;10/19/2017;Bowie  AZ;United States;32.368611;-109.566111;N/A;N/A;Fatal(1);Substantial;Airplane;N259L;Peterson Lancair;Legacy;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;N/A;Preliminary;42777;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20171020X30154;Accident;ERA18WA052;10/19/2017;Pucallpa  Peru;Peru;-8.065000;-74.698333;N/A;N/A;Non-Fatal;Substantial;Airplane;N/A;BEECH;B200;No;2;N/A;Non-U.S.  Commercial;N/A;N/A;N/A;N/A;1;12;N/A;N/A;N/A;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20171023X45710;Accident;CEN18LA017;10/19/2017;Port Mansfield  TX;United States;26.560278;-97.439166;T05;Charles R Johnson Airport;Non-Fatal;Substantial;Airplane;N633CB;PIPER;PA 32RT-300T;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;3;VMC;LANDING;Probable Cause;43627;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20171019X83818;Accident;GAA18CA015;10/18/2017;Sidney  NY;United States;42.305278;-75.408889;N23;SIDNEY MUNI;Non-Fatal;Substantial;Airplane;N37TP;THOMAS G PARKHURST;KITFOX IV;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;2;N/A;VMC;APPROACH;Probable Cause;43565;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171018X84140;Accident;ERA18LA011;10/18/2017;St. Petersburg  FL;United States;27.751944;-82.653056;SPG;ALBERT WHITTED;Non-Fatal;Substantial;Airplane;N900CR;CESSNA;402;No;2;Reciprocating;Part 135: Air Taxi & Commuter;NSCH;N/A;NOBLE AIR CHARTER INC;N/A;N/A;4;N/A;VMC;CLIMB;Preliminary;42805;N/A;N/A;N/A;N/A; ;N/A;N/A;N/A
20171018X34200;Accident;ERA18LA010;10/18/2017;Manteo  NC;United States;35.923056;-75.695833;MQI;Dare County Regional;Non-Fatal;Substantial;Airplane;N400LE;BEECH;A24;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;1;1;N/A;VMC;TAKEOFF;Preliminary;10/27/2017;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20171018X01510;Accident;CEN18LA015;10/18/2017;Willmar  MN;United States;45.110000;-95.129445;BDH;Willmar Municipal Airport;Non-Fatal;Substantial;Airplane;N50609;CESSNA;150J;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;1;1;VMC;TAKEOFF;Probable Cause;07/23/2019;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20171018X84308;Accident;GAA18CA024;10/17/2017;Old Bridge  NJ;United States;40.331111;-74.344722;3N6;OLD BRIDGE;Non-Fatal;Substantial;Airplane;N6384D;CESSNA;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;43405;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20171101X40825;Accident;ERA18WA013;10/17/2017;Novo Airao  Brazil;Brazil;-2.765000;-60.631389;N/A;N/A;Fatal(1);Substantial;Airplane;N/A;CESSNA;208;No;N/A;Turbo Prop;Non-U.S.  Non-Commercial;N/A;N/A;N/A;1;N/A;4;N/A;N/A;LANDING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171017X22730;Accident;WPR18LA010;10/16/2017;Molokai  HI;United States;21.222778;-157.153333;N/A;N/A;Fatal(2);Destroyed;Helicopter;N820DF;ROBINSON HELICOPTER;R44;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;2;N/A;N/A;N/A;IMC;N/A;Probable Cause;43627;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20181001X33815;Incident;ENG18WA038;10/16/2017;Dublin  Ireland;Ireland;N/A;N/A;EIDW;Dublin;Incident;N/A;Airplane;N/A;EMBRAER;ERJ190;No;N/A;N/A;Non-U.S.  Commercial;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;DESCENT;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20171019X21602;Accident;CEN18WA016;10/16/2017;Jüterborg  Germany;Germany;N/A;N/A;N/A;N/A;Fatal(1);N/A;Airplane;N/A;AVID;MARK IV;Yes;1;Reciprocating;N/A;N/A;N/A;N/A;1;N/A;N/A;N/A;UNK;UNKNOWN;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;   ;N/A
20171017X51841;Accident;CEN18LA014;10/16/2017;Gustavus  OH;United States;41.453611;-80.692777;OH33;Gustavus Airport;Non-Fatal;Substantial;Airplane;N105MK;DIAMOND AIRCRAFT IND INC;DA 40;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;N/A;1;VMC;APPROACH;Probable Cause;01/25/2018;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20171017X74548;Accident;ANC18FA003;10/16/2017;Russian Mission  AK;United States;61.640000;-161.445555;N/A;N/A;Fatal(1);Destroyed;Airplane;N8347Z;CESSNA;210;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;CRUISE;Probable Cause;43231;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20171015X10059;Accident;WPR18LA009;10/15/2017;Skull Valley  UT;United States;40.609167;-112.836389;N/A;N/A;Non-Fatal;Substantial;Airplane;N181TJ;BARBER WARREN D;TURBINE CUBS P A 18;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;02/26/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171016X12431;Accident;GAA18CA013;10/15/2017;Auburn  WA;United States;47.328611;-122.226667;S50;AUBURN MUNI;Non-Fatal;Substantial;Airplane;N5159U;CESSNA;172RG;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;43565;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20171016X74852;Accident;ANC18LA004;10/15/2017;Tuskegee  AL;United States;32.460556;-85.680000;06A;Moton Field Muncipal Airport;Non-Fatal;Substantial;Airplane;N289CM;CIRRUS DESIGN CORP;SR22T;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;3;VMC;TAKEOFF;Factual;11/20/2019;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171103X41238;Accident;WPR18WA025;10/14/2017;Melaka  Malaysia;Malaysia;N/A;N/A;N/A;N/A;Fatal(1);Destroyed;Airplane;N/A;QUICKSILVER;GT500;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1;1;N/A;N/A;N/A;TAKEOFF;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171015X04048;Accident;GAA18CA014;10/14/2017;Othello  WA;United States;46.473889;-119.042777;S70;OTHELLO MUNI;Non-Fatal;Substantial;Airplane;N8432;HIMSL VINCENT S;VANS RV-8;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;TAKEOFF;Probable Cause;43565;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171007X12417;Accident;WPR18LA004;10/13/2017;Arbuckle  CA;United States;N/A;N/A;N/A;Private Strip;Non-Fatal;Substantial;Helicopter;N247PV;WESTERN INTERNATIONAL AVIA INC;UH 1H;No;N/A;Turbo Shaft;Part 91: General Aviation;N/A;Positioning;N/A;N/A;N/A;N/A;1;VMC;LANDING;Preliminary;11/14/2017;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20171128X34858;Accident;GAA18LA062;10/13/2017;Mesa  AZ;United States;33.307778;-111.655556;IWA;Phoenix-Mesa Gateway;Non-Fatal;Substantial;Airplane;N965DS;DIAMOND AIRCRAFT IND INC;DA 40;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;TAXI;Preliminary;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171031X94138;Incident;DCA18WA016;10/13/2017;Moscow  Russia;Russia;N/A;N/A;N/A;N/A;Incident;N/A;Airplane;N/A;BOEING;737;N/A;N/A;N/A;Part 129: Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;APPROACH;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20171013X22853;Accident;CEN18FA011;10/13/2017;Ramsey  MN;United States;45.218056;-93.433889;N/A;N/A;Fatal(2);Destroyed;Airplane;N7CF;CESSNA;172M;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;2;N/A;N/A;N/A;VMC;MANEUVERING;Probable Cause;43348;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20171016X23330;Accident;GAA18CA012;43079;Canton  IL;United States;40.563611;-90.074167;CTK;INGERSOLL;Non-Fatal;Substantial;Helicopter;N140SF;EUROCOPTER DEUTSCHLAND GMBH;MBB BK 117;No;2;Turbo Shaft;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;MANEUVERING;Probable Cause;02/21/2018;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20171012X53947;Accident;GAA18CA011;43079;Cedartown  GA;United States;34.018611;-85.146389;4A4;POLK COUNTY AIRPORT- CORNELIUS;Non-Fatal;Substantial;Airplane;N323WG;DEHAVILLAND;DHC 1;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;43565;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171017X93753;Accident;CEN18LA013;43079;Fort Collins  CO;United States;40.640000;-105.130000;N/A;N/A;Non-Fatal;Substantial;Airplane;N734R;RUSSELL E OBERG;MURPHY REBEL;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;CRUISE;Probable Cause;43565;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171013X83912;Accident;CEN18FA009;43079;Las Cruces  NM;United States;32.336944;-106.916389;LRU;LAS CRUCES INTL;Fatal(2);Substantial;Airplane;N8338S;CESSNA;182H;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;2;N/A;N/A;N/A;VMC;MANEUVERING;Factual;12/17/2019;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20171012X24035;Accident;GAA18CA010;43049;Brawley  CA;United States;32.960278;-115.366945;NA;Private Strip;Non-Fatal;Substantial;Airplane;N80060;AIR TRACTOR INC;AT 402B;No;1;Turbo Prop;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;04/23/2018;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20171106X32047;Accident;ERA18WA015;43049;Itaituba  Brazil;Brazil;N/A;N/A;N/A;N/A;Fatal(1);Destroyed;Airplane;N/A;CESSNA;U206;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;1;N/A;1;N/A;UNK;TAKEOFF;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20180130X12428;Accident;ENG18RA009;43049;Belfast  Ireland;Ireland;N/A;N/A;N/A;N/A;Unavailable;N/A;Airplane;N/A;DE HAVILLAND;DHC8;No;N/A;N/A;Part 129: Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;LANDING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A
20171011X21947;Accident;ANC18LA002;43049;Ocean Springs  MS;United States;30.389444;-88.753333;5R2;OCEAN SPRINGS;Non-Fatal;Substantial;Airplane;N7566D;FLEETWOOD JACK;TEAM AIRBIKE;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;APPROACH;Probable Cause;43347;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171009X04506;Accident;WPR18LA006;42988;Buckeye  AZ;United States;33.390000;-112.380000;N/A;N/A;Non-Fatal;Substantial;Airplane;N8NW;NANCHANG CHINA;CJ 6;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;1;N/A;N/A;DESCENT;Preliminary;10/19/2017;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20171106X30146;Accident;ERA18WA014;42988;São José do Rio Preto  Brazil;Brazil;-20.810833;-49.397777;SBSR;São José do Rio Preto State Ai;Fatal(3);Substantial;Airplane;N/A;BEECH AIRCRAFT;E33A;No;1;Reciprocating;N/A;N/A;N/A;N/A;3;N/A;N/A;N/A;N/A;GO-AROUND;Foreign;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A;N/A
20171016X91853;Accident;CEN18LA012;42988;Los Lunas  NM;United States;34.761111;-106.745000;E98;Mid Valley Airpark;Fatal(1);Substantial;Airplane;N90365;GLOBE;GC 1A;No;N/A;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;TAKEOFF;Probable Cause;43383;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171010X73118;Accident;GAA18CA008;42957;Medina  OH;United States;41.131667;-81.761944;1G5;MEDINA MUNI;Non-Fatal;Substantial;Airplane;N7313G;CESSNA;150;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;43405;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20171010X14233;Accident;GAA18CA005;42957;Black River Falls  WI;United States;44.251944;-90.851389;BCK;BLACK RIVER FALLS AREA;Non-Fatal;Substantial;Airplane;N9664Q;CESSNA;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;12/15/2017;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20171108X90648;Accident;CEN18WA029;42957;Namur  Belgium;Belgium;50.000000;4.000000;EBNM;Namur-Suarlee;Non-Fatal;Substantial;Helicopter;N/A;ROBINSON;R44;No;1;Reciprocating;Non-U.S.  Non-Commercial;N/A;N/A;N/A;N/A;N/A;4;N/A;VMC;STANDING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20171011X93858;Accident;CEN18WA007;42957;Gramzda  Latvia;Latvia;56.389722;21.612778;N/A;N/A;Fatal(1);N/A;Helicopter;N/A;ROBINSON;R44;No;N/A;N/A;N/A;N/A;N/A;N/A;1;3;N/A;N/A;N/A;TAKEOFF;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171008X84526;Accident;CEN18FA004;42957;Vernon  TX;United States;34.211667;-99.289166;F05;Wilbarger County;Fatal(1);Destroyed;Airplane;N580LL;Aero Vodochody;L39C;No;1;Turbo Fan;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;MANEUVERING;Probable Cause;05/29/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171007X71220;Accident;WPR18LA003B;42926;Tucson  AZ;United States;32.142222;-111.174445;RYN;RYAN FIELD;Non-Fatal;Minor;Airplane;N15664;PIPER;PA 28-180;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;3;VMC;APPROACH;Preliminary;10/19/2017;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20171007X71220;Accident;WPR18LA003A;42926;Tucson  AZ;United States;32.142222;-111.174445;RYN;RYAN FIELD;Non-Fatal;Substantial;Airplane;N966EZ;BOROM MARCUS P;LONG EZ;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;3;VMC;APPROACH;Preliminary;10/19/2017;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20171010X13933;Accident;GAA18CA006;42926;Manokatak  AK;United States;58.830000;-159.531945;N/A;N/A;Non-Fatal;Substantial;Airplane;N81818;MAULE;M 7;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;TAKEOFF;Probable Cause;05/14/2018;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20171007X12946;Accident;GAA18CA004;42926;Topping  VA;United States;37.588055;-76.474445;W75;HUMMEL FIELD;Non-Fatal;Substantial;Airplane;N7884V;MOONEY;M20;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;2;1;VMC;TAKEOFF;Probable Cause;05/14/2018;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20171007X53946;Accident;ERA18FA006;42926;Front Royal  VA;United States;38.920278;-78.263056;FRR;Front Royal;Fatal(1);Destroyed;Airplane;N90866;PIPER;PA 25-235;No;1;Reciprocating;Part 91: General Aviation;N/A;Glider Tow;N/A;1;N/A;N/A;N/A;VMC;TAKEOFF;Probable Cause;03/18/2019;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20171010X65404;Accident;CEN18LA006;42926;Albuquerque  NM;United States;35.038889;-106.608333;N/A;N/A;Non-Fatal;N/A;Balloon;N29922;CAMERON;N-105;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;N/A;3;VMC;LANDING;Probable Cause;03/18/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20171030X60823;Accident;GAA18CA030;42896;Las Vegas  NV;United States;36.209444;-115.192777;VGT;NORTH LAS VEGAS;Non-Fatal;Substantial;Helicopter;N878MC;ROBINSON HELICOPTER;R22 BETA;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;N/A;Probable Cause;06/14/2018;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
